IRTT,"	ORTT","	T1","		T2","		T3","		G","		HNG","		phiL","	phiR","	UX1","		UY1","		UX2	","	UY2	","	UX3	","	UY3	","	UX4	","	UY4","		UX5","		UY5","		UX6","		UY6	","	UX7","		UY7","		UX8","		UY8","		UX9","		UY9","		UX10","		UY10","		MaxVM",Error
0.006,0.019,0.86,0.78,0.16,0.047,0.044,0.11,0.29,-0.471812,-0.041154,-0.317608,-0.024123,-0.273037,-0.020353,-0.118163,-0.011243,-0.071244,-0.008483,0.08363,0.000628,0.130549,0.003388,0.285423,0.012499,0.316236,0.00892,0.464899,-0.035443,691870464,0.030346
0.007,0.019,0.1,0.09,0.15,0.036,0.044,0.12,0.16,-0.476862,-0.041529,-0.313235,-0.021799,-0.282052,-0.019719,-0.117255,-0.017543,-0.081258,-0.017068,0.08354,-0.014892,0.119537,-0.014417,0.284335,-0.012241,0.312513,-0.014313,0.47522,-0.04057,15157193,0.221357
0.009,0.019,0.02,0.02,0.05,0.024,0.045,0.11,0.18,-0.483133,-0.043411,-0.307278,-0.023988,-0.287255,-0.022654,-0.110377,-0.01857,-0.086384,-0.018016,0.090493,-0.013932,0.114487,-0.013378,0.291364,-0.009294,0.306072,-0.01045,0.480138,-0.042125,10606082,0.267002
0.004,0.022,0.47,0.27,0.09,0.048,0.045,0.23,0.12,-0.466373,-0.038344,-0.316984,-0.003365,-0.281515,0.000085,-0.128185,-0.005452,-0.080217,-0.007185,0.073113,-0.012722,0.121082,-0.014454,0.274411,-0.019991,0.31846,-0.023436,0.470786,-0.041803,63367528,0.029228
0.011,0.022,0.35,0.35,0.17,0.023,0.036,0.16,0.17,-0.482911,-0.033708,-0.307092,-0.005334,-0.289856,-0.003924,-0.111763,-0.003338,-0.088763,-0.003263,0.08933,-0.002677,0.11233,-0.002602,0.290423,-0.002016,0.307048,-0.003405,0.482575,-0.033535,38881432,0.166012
0.012,0.017,0.65,0.63,0.02,0.027,0.026,0.26,0.23,-0.48027,-0.021656,-0.310733,0.023445,-0.291124,0.025912,-0.1157,0.02421,-0.088701,0.023948,0.086723,0.022246,0.113722,0.021984,0.289147,0.020282,0.310115,0.017757,0.480928,-0.022238,586464384,0.130406
0.012,0.028,0.51,0.34,0.04,0.035,0.048,0.18,0.19,-0.474189,-0.044091,-0.310501,-0.014305,-0.28422,-0.01189,-0.117845,-0.011345,-0.082845,-0.01123,0.08353,-0.010685,0.11853,-0.010571,0.284905,-0.010025,0.310368,-0.01241,0.47375,-0.043831,55739332,0.062289
0.01,0.017,0.81,0.56,0.13,0.043,0.04,0.17,0.28,-0.472043,-0.035786,-0.315102,-0.008846,-0.277764,-0.004992,-0.11863,0.000697,-0.075658,0.002233,0.083476,0.007922,0.126449,0.009458,0.285583,0.015146,0.315249,0.011505,0.468283,-0.032501,787250432,0.026728
0.016,0.023,0.64,0.46,0.04,0.023,0.04,0.16,0.23,-0.482274,-0.037657,-0.305947,-0.009201,-0.288554,-0.007606,-0.109992,-0.003519,-0.086998,-0.002992,0.091563,0.001095,0.114557,0.001622,0.293119,0.005709,0.305779,0.004394,0.479684,-0.036325,263764304,0.026361
0.007,0.026,0.43,0.34,0.06,0.035,0.034,0.13,0.17,-0.47824,-0.031445,-0.313711,-0.009934,-0.28282,-0.007719,-0.116905,-0.005532,-0.081909,-0.00507,0.084006,-0.002883,0.119003,-0.002422,0.284917,-0.000234,0.313463,-0.002477,0.477,-0.030549,58764892,0.074213
0.002,0.013,0.31,0.31,0.02,0.043,0.024,0.17,0.27,-0.47475,-0.020017,-0.317932,0.006902,-0.278533,0.010905,-0.119506,0.016079,-0.076529,0.017477,0.082498,0.022651,0.125476,0.024049,0.284503,0.029223,0.319531,0.025044,0.472877,-0.017396,172272288,0.170203
0.004,0.018,0.33,0.26,0.2,0.024,0.023,0.15,0.12,-0.484698,-0.020948,-0.309937,0.005464,-0.289737,0.006881,-0.113,0.00513,-0.089002,0.004892,0.087735,0.003141,0.111734,0.002903,0.288471,0.001152,0.309858,-0.000239,0.485333,-0.021398,129419584,0.102398
0.004,0.014,0.36,0.29,0.07,0.043,0.041,0.17,0.17,-0.471873,-0.036772,-0.315993,-0.010014,-0.28024,-0.006967,-0.12208,-0.006967,-0.07908,-0.006967,0.07908,-0.006967,0.12208,-0.006967,0.28024,-0.006967,0.315993,-0.010014,0.471873,-0.036772,302400384,0.110075
0.003,0.014,0.42,0.37,0.06,0.04,0.037,0.14,0.25,-0.475033,-0.033847,-0.314888,-0.011279,-0.278929,-0.008107,-0.117306,-0.002293,-0.077332,-0.000855,0.08429,0.00496,0.124265,0.006398,0.285887,0.012213,0.314768,0.00911,0.471468,-0.030902,357921760,0.104627
0.009,0.012,0.37,0.31,0.17,0.039,0.035,0.28,0.23,-0.471587,-0.028248,-0.314299,0.016981,-0.286298,0.020697,-0.122657,0.018058,-0.083662,0.017429,0.079978,0.014789,0.118973,0.014161,0.282613,0.011521,0.313682,0.007678,0.473034,-0.029633,561099392,0.295495
0.021,0.029,0.74,0.66,0.03,0.034,0.038,0.18,0.18,-0.476472,-0.034343,-0.311874,-0.004391,-0.284951,-0.001961,-0.11765,-0.001961,-0.08365,-0.001961,0.08365,-0.001961,0.11765,-0.001961,0.284951,-0.001961,0.311874,-0.004391,0.476472,-0.034343,123428424,0.041996
0.009,0.014,0.39,0.38,0.05,0.022,0.049,0.13,0.15,-0.482741,-0.047161,-0.305457,-0.023983,-0.289579,-0.022897,-0.11079,-0.021716,-0.088791,-0.021571,0.089998,-0.020391,0.111997,-0.020246,0.290786,-0.019066,0.305016,-0.020088,0.481801,-0.046806,459180128,0.090049
0.01,0.017,0.22,0.16,0.1,0.034,0.035,0.16,0.18,-0.477641,-0.031845,-0.31261,-0.005212,-0.284173,-0.002838,-0.11701,-0.00174,-0.083011,-0.001516,0.084152,-0.000418,0.118151,-0.000195,0.285314,0.000904,0.312543,-0.001463,0.477009,-0.031391,101982672,0.158231
0.01,0.024,0.45,0.29,0.18,0.03,0.028,0.22,0.2,-0.479251,-0.024052,-0.311612,0.013436,-0.288267,0.015937,-0.116491,0.014817,-0.086491,0.014621,0.085285,0.013501,0.115284,0.013306,0.28706,0.012186,0.311381,0.009666,0.479736,-0.024462,49784164,0.10959
0.008,0.024,0.04,0.04,0.16,0.029,0.039,0.29,0.21,-0.474953,-0.033225,-0.30858,0.016423,-0.29235,0.018579,-0.118785,0.014094,-0.089795,0.013345,0.08377,0.00886,0.112761,0.008111,0.286326,0.003626,0.30788,0.001073,0.477689,-0.035121,17962182,0.469838
0.013,0.023,0,0,0.11,0.026,0.026,0.14,0.14,-0.483499,-0.023932,-0.310423,0.000459,-0.288179,0.002018,-0.113393,0.002018,-0.087393,0.002018,0.087393,0.002018,0.113393,0.002018,0.288179,0.002018,0.310423,0.000459,0.483499,-0.023932,50132696,0.270642
0.007,0.018,0.06,0.05,0.11,0.044,0.048,0.28,0.11,-0.465592,-0.040051,-0.313741,0.003615,-0.286562,0.006678,-0.128801,-0.002096,-0.084869,-0.004539,0.072892,-0.013312,0.116824,-0.015755,0.274585,-0.024529,0.315814,-0.027949,0.472864,-0.045295,97281192,0.363322
0.01,0.015,0.27,0.27,0.14,0.026,0.03,0.21,0.13,-0.481032,-0.026631,-0.309617,0.009905,-0.290949,0.011625,-0.115744,0.007019,-0.089753,0.006336,0.085453,0.001731,0.111444,0.001048,0.286649,-0.003557,0.309434,-0.005341,0.483221,-0.028062,257008016,0.241019
0.018,0.027,0.22,0.19,0.1,0.021,0.036,0.12,0.23,-0.485266,-0.034484,-0.306134,-0.012885,-0.288227,-0.011484,-0.107915,-0.004973,-0.086929,-0.004215,0.093383,0.002297,0.114369,0.003054,0.294681,0.009566,0.305891,0.008476,0.481569,-0.032658,30297822,0.229271
0.011,0.02,0.45,0.37,0.01,0.03,0.037,0.19,0.13,-0.478282,-0.033501,-0.310274,-0.00119,-0.288265,0.000688,-0.117212,-0.002689,-0.087218,-0.003282,0.083835,-0.006659,0.113829,-0.007251,0.284883,-0.010629,0.310687,-0.012565,0.48033,-0.034743,163967968,0.055154
0.009,0.014,0.25,0.19,0.16,0.033,0.032,0.24,0.25,-0.476366,-0.027161,-0.311803,0.013111,-0.286779,0.016169,-0.11736,0.016717,-0.08436,0.016824,0.085058,0.017372,0.118058,0.017478,0.287477,0.018026,0.311943,0.014992,0.476096,-0.026923,278312192,0.306803
0.007,0.024,0.02,0.01,0.05,0.048,0.021,0.21,0.29,-0.47215,-0.015536,-0.320924,0.016697,-0.277294,0.021866,-0.122723,0.02586,-0.074739,0.0271,0.079833,0.031094,0.127817,0.032334,0.282388,0.036328,0.322831,0.030955,0.470997,-0.01326,1901037.625,0.427407
0.003,0.029,0.23,0.14,0.08,0.025,0.039,0.27,0.28,-0.47755,-0.034253,-0.305948,0.01324,-0.291678,0.015201,-0.113625,0.015772,-0.088625,0.015852,0.089427,0.016424,0.114427,0.016504,0.29248,0.017075,0.30609,0.015179,0.477209,-0.034027,31985328,0.361331
0.004,0.021,0.14,0.1,0.13,0.04,0.02,0.13,0.22,-0.477576,-0.017239,-0.317574,0.00368,-0.279754,0.006703,-0.118461,0.011468,-0.078479,0.01265,0.082814,0.017415,0.122797,0.018596,0.28409,0.023362,0.318644,0.020061,0.476117,-0.015153,18801310,0.236992
0.016,0.03,0.09,0.07,0.01,0.031,0.044,0.12,0.28,-0.479344,-0.041828,-0.309545,-0.021354,-0.281647,-0.018945,-0.110851,-0.010015,-0.079893,-0.008396,0.090903,0.000534,0.121861,0.002152,0.292657,0.011083,0.308575,0.009262,0.472944,-0.038003,11621993,0.310339
0.003,0.019,0.05,0.03,0.01,0.026,0.021,0.22,0.12,-0.482731,-0.017657,-0.311631,0.020604,-0.291224,0.02252,-0.115993,0.016762,-0.090007,0.015908,0.085223,0.010151,0.111209,0.009297,0.28644,0.003539,0.310515,0.001696,0.48458,-0.019293,33647452,0.284577
0.007,0.021,0.41,0.23,0.02,0.032,0.026,0.2,0.27,-0.479154,-0.022303,-0.312245,0.011531,-0.285143,0.014561,-0.114883,0.018425,-0.082892,0.019151,0.087368,0.023015,0.11936,0.023741,0.28962,0.027604,0.313511,0.024635,0.477645,-0.02079,120042920,0.092161
0.005,0.017,0.19,0.14,0,0.039,0.049,0.2,0.22,-0.471154,-0.044149,-0.311619,-0.01181,-0.282423,-0.008784,-0.119647,-0.007723,-0.080648,-0.007469,0.082128,-0.006407,0.121127,-0.006153,0.283904,-0.005092,0.31142,-0.00804,0.470277,-0.043563,101041192,0.206371
0.009,0.014,0.23,0.19,0.06,0.044,0.044,0.21,0.12,-0.469311,-0.038447,-0.315539,-0.005672,-0.282506,-0.002684,-0.125348,-0.007335,-0.081367,-0.008637,0.07579,-0.013288,0.119771,-0.01459,0.276929,-0.019241,0.316795,-0.022228,0.472891,-0.04105,408086624,0.233347
0.015,0.021,0.49,0.37,0.07,0.042,0.034,0.23,0.22,-0.471802,-0.028317,-0.315978,0.008168,-0.282392,0.011992,-0.122355,0.011472,-0.080355,0.011336,0.079683,0.010816,0.121683,0.010679,0.281721,0.010159,0.315905,0.006327,0.472086,-0.028598,192934224,0.093233
0.013,0.027,0.68,0.37,0.03,0.046,0.021,0.21,0.24,-0.473128,-0.015744,-0.320504,0.016786,-0.279184,0.021345,-0.123139,0.022866,-0.077141,0.023314,0.078903,0.024836,0.124901,0.025284,0.280945,0.026805,0.321088,0.022163,0.472667,-0.014931,92289320,0.015665
0.002,0.015,0.2,0.18,0.12,0.047,0.04,0.13,0.24,-0.471513,-0.036616,-0.318243,-0.016578,-0.275201,-0.012997,-0.120727,-0.007428,-0.073758,-0.005735,0.080716,-0.000167,0.127686,0.001526,0.28216,0.007094,0.317522,0.003475,0.467665,-0.033268,63056680,0.198056
0.009,0.019,0.54,0.46,0.06,0.038,0.048,0.24,0.14,-0.470135,-0.042108,-0.311209,-0.003216,-0.286744,-0.000672,-0.123217,-0.006025,-0.085237,-0.007268,0.07829,-0.012622,0.11627,-0.013865,0.279797,-0.019219,0.312474,-0.022048,0.474488,-0.044879,218041568,0.059247
0.007,0.012,0.86,0.56,0.02,0.038,0.04,0.18,0.17,-0.474146,-0.035952,-0.313552,-0.006729,-0.283152,-0.004036,-0.119921,-0.004572,-0.081922,-0.004696,0.081309,-0.005232,0.119308,-0.005357,0.282539,-0.005893,0.313629,-0.008593,0.474507,-0.036209,2723942912,0.010184
0.009,0.02,0.56,0.35,0.1,0.041,0.048,0.28,0.2,-0.467033,-0.040465,-0.311895,0.004145,-0.286209,0.007426,-0.124839,0.003246,-0.083852,0.002184,0.077518,-0.001996,0.118504,-0.003057,0.279875,-0.007238,0.312166,-0.0109,0.470372,-0.04297,187787120,0.045859
0.011,0.023,0.61,0.48,0.01,0.039,0.046,0.25,0.26,-0.469726,-0.039746,-0.31119,0.000735,-0.284028,0.004193,-0.120407,0.004721,-0.081407,0.004846,0.082215,0.005374,0.121215,0.0055,0.284836,0.006028,0.311207,0.002623,0.46933,-0.039441,114467504,0.07179
0.004,0.011,0.21,0.11,0.03,0.035,0.048,0.21,0.15,-0.472878,-0.043297,-0.310173,-0.008618,-0.286511,-0.006359,-0.120183,-0.009632,-0.08519,-0.010321,0.081138,-0.013594,0.116132,-0.014283,0.28246,-0.017556,0.311031,-0.019985,0.475523,-0.044846,336718848,0.13065
0.013,0.019,0.64,0.5,0.11,0.035,0.026,0.13,0.17,-0.479277,-0.023512,-0.314748,-0.002002,-0.282925,0.00028,-0.117011,0.002468,-0.082014,0.002929,0.0839,0.005116,0.118897,0.005578,0.284812,0.007765,0.314817,0.005408,0.478354,-0.022665,673084544,0.013271
0.003,0.026,0.11,0.08,0.13,0.025,0.028,0.23,0.17,-0.481446,-0.024413,-0.309431,0.015863,-0.291695,0.017736,-0.115062,0.014274,-0.090067,0.013784,0.086566,0.010321,0.111561,0.009831,0.288194,0.006369,0.308823,0.004407,0.482943,-0.025482,16970512,0.331055
0.014,0.02,0.37,0.36,0.14,0.039,0.039,0.27,0.18,-0.470804,-0.032386,-0.313545,0.011137,-0.286803,0.014372,-0.123703,0.009602,-0.084719,0.008461,0.078381,0.003691,0.117364,0.002551,0.280465,-0.002219,0.313299,-0.005667,0.473833,-0.034879,150006928,0.228182
0.007,0.01,0.29,0.25,0.09,0.047,0.033,0.24,0.17,-0.469329,-0.026468,-0.318995,0.010321,-0.281273,0.014433,-0.126544,0.010898,-0.079556,0.009825,0.075174,0.00629,0.122162,0.005216,0.276891,0.001681,0.318717,-0.002364,0.471256,-0.028549,631745344,0.274229
0.003,0.027,0.63,0.41,0.14,0.023,0.028,0.29,0.28,-0.480974,-0.023542,-0.30822,0.02801,-0.293796,0.030092,-0.113516,0.029515,-0.090516,0.029442,0.089765,0.028865,0.112765,0.028792,0.293046,0.028215,0.307949,0.02609,0.48121,-0.023731,95929344,0.131708
0.016,0.026,0.01,0.01,0.06,0.039,0.022,0.22,0.22,-0.476169,-0.017214,-0.317149,0.018346,-0.28342,0.022071,-0.120473,0.022071,-0.081473,0.022071,0.081473,0.022071,0.120473,0.022071,0.28342,0.022071,0.317149,0.018346,0.476169,-0.017214,6292694,0.395246
0.005,0.02,0.6,0.57,0.12,0.033,0.02,0.19,0.27,-0.48002,-0.016524,-0.313831,0.015437,-0.284392,0.018629,-0.115215,0.023022,-0.082226,0.023878,0.086951,0.028271,0.11994,0.029128,0.289117,0.033521,0.31566,0.030266,0.478763,-0.014874,129964232,0.102746
0.007,0.021,0.45,0.33,0.19,0.033,0.025,0.22,0.27,-0.478442,-0.020797,-0.313068,0.016184,-0.285519,0.019453,-0.116082,0.022192,-0.083087,0.022726,0.08635,0.025465,0.119346,0.025999,0.288782,0.028739,0.31411,0.025507,0.477429,-0.019693,85726952,0.151065
0.009,0.017,0.01,0.01,0.15,0.048,0.043,0.24,0.17,-0.466467,-0.036063,-0.317104,0.000489,-0.281002,0.004424,-0.127272,0.000912,-0.079284,-0.000184,0.074445,-0.003696,0.122433,-0.004793,0.276163,-0.008305,0.317518,-0.012305,0.469071,-0.03832,137796144,0.346905
0.02,0.028,0.11,0.11,0.01,0.026,0.032,0.16,0.15,-0.482068,-0.02952,-0.309337,-0.001645,-0.288707,-0.000025,-0.113743,-0.000601,-0.087743,-0.000687,0.087222,-0.001263,0.113222,-0.001349,0.288186,-0.001925,0.309363,-0.003551,0.482364,-0.029698,19665662,0.246118
0.011,0.024,0.14,0.13,0.16,0.045,0.03,0.13,0.16,-0.473801,-0.02683,-0.319258,-0.006626,-0.278041,-0.003738,-0.122191,-0.002196,-0.077193,-0.00175,0.078657,-0.000208,0.123655,0.000237,0.279505,0.001779,0.319141,-0.001201,0.473008,-0.026032,8380121,0.218058
0.003,0.018,0.12,0.07,0.05,0.031,0.04,0.24,0.17,-0.475436,-0.035169,-0.309561,0.005423,-0.289431,0.007618,-0.118705,0.003717,-0.087714,0.003009,0.083012,-0.000891,0.114004,-0.001599,0.284729,-0.0055,0.309648,-0.00791,0.477956,-0.036801,65622264,0.277068
0.002,0.011,0.65,0.45,0.07,0.048,0.039,0.17,0.23,-0.469748,-0.034377,-0.318296,-0.00838,-0.276481,-0.004404,-0.122843,-0.001392,-0.074853,-0.000451,0.078785,0.00256,0.126776,0.003501,0.280413,0.006513,0.318121,0.002531,0.467741,-0.032502,1183198080,0.032366
0.011,0.021,0.08,0.05,0.07,0.021,0.024,0.1,0.11,-0.487156,-0.022832,-0.30861,-0.004917,-0.289979,-0.003954,-0.110536,-0.003359,-0.089537,-0.00329,0.089906,-0.002695,0.110906,-0.002625,0.290348,-0.00203,0.30857,-0.003003,0.486929,-0.022702,21712818,0.172582
0.012,0.021,0.46,0.44,0.04,0.047,0.025,0.15,0.23,-0.473028,-0.021207,-0.320208,0.001889,-0.276561,0.005744,-0.122059,0.00979,-0.075075,0.011021,0.079428,0.015067,0.126412,0.016297,0.280915,0.020343,0.320934,0.016251,0.471419,-0.018984,90963832,0.095883
0.004,0.018,0.44,0.36,0.08,0.03,0.032,0.25,0.13,-0.477549,-0.027294,-0.311199,0.015182,-0.29085,0.017334,-0.119295,0.010594,-0.089318,0.009417,0.082237,0.002677,0.112214,0.001499,0.28377,-0.005241,0.310739,-0.007529,0.480978,-0.029785,280644416,0.122474
0.003,0.021,0.31,0.28,0.09,0.041,0.047,0.13,0.14,-0.47358,-0.043946,-0.315196,-0.023239,-0.280306,-0.02091,-0.120575,-0.020383,-0.079575,-0.020247,0.080156,-0.01972,0.121156,-0.019584,0.280887,-0.019057,0.314973,-0.02139,0.473142,-0.04368,43829376,0.103106
0.006,0.011,0.53,0.3,0.07,0.025,0.026,0.23,0.29,-0.481902,-0.022466,-0.308799,0.018065,-0.289556,0.020477,-0.111805,0.023912,-0.086809,0.024395,0.090942,0.027831,0.115937,0.028314,0.293688,0.03175,0.310227,0.029498,0.480587,-0.02134,1245368960,0.179123
0.009,0.026,0.42,0.3,0.06,0.049,0.039,0.17,0.27,-0.469255,-0.034293,-0.318351,-0.008389,-0.275047,-0.003989,-0.122017,0.00099,-0.073043,0.002583,0.079988,0.007561,0.128962,0.009155,0.281992,0.014133,0.318421,0.009787,0.465985,-0.031052,36157716,0.123249
0.005,0.024,0.36,0.3,0.11,0.043,0.042,0.2,0.17,-0.470584,-0.036891,-0.315352,-0.005424,-0.281539,-0.002199,-0.123157,-0.003756,-0.080159,-0.004179,0.078222,-0.005736,0.12122,-0.006158,0.279602,-0.007715,0.315598,-0.01096,0.471704,-0.037757,28896854,0.141483
0.009,0.013,0.17,0.15,0.13,0.05,0.039,0.13,0.16,-0.470155,-0.03543,-0.32057,-0.015874,-0.275452,-0.012713,-0.124602,-0.01122,-0.074604,-0.010725,0.076247,-0.009233,0.126244,-0.008738,0.277095,-0.007245,0.320175,-0.010484,0.469106,-0.034519,103004920,0.160325
0.01,0.02,0.34,0.18,0.17,0.047,0.034,0.11,0.17,-0.47291,-0.031215,-0.319994,-0.014326,-0.2762,-0.01148,-0.122385,-0.008433,-0.075394,-0.007503,0.078422,-0.004456,0.125412,-0.003526,0.279228,-0.000479,0.319459,-0.003506,0.471087,-0.029534,87142200,0.045014
0.008,0.021,0.27,0.17,0.05,0.034,0.047,0.19,0.3,-0.47443,-0.042944,-0.308848,-0.011099,-0.28237,-0.0081,-0.113861,-0.002105,-0.079882,-0.000896,0.088627,0.005099,0.122606,0.006307,0.291115,0.012302,0.308785,0.009952,0.46987,-0.039877,81041952,0.211313
0.006,0.015,0.53,0.34,0.14,0.024,0.026,0.24,0.2,-0.482164,-0.022402,-0.309291,0.019902,-0.292155,0.021856,-0.114197,0.01954,-0.090199,0.019228,0.087759,0.016912,0.111757,0.0166,0.289715,0.014284,0.308648,0.01226,0.483074,-0.023098,680815616,0.098328
0.011,0.029,0.05,0.05,0.14,0.033,0.036,0.19,0.15,-0.476998,-0.032236,-0.311838,-0.000472,-0.286409,0.001782,-0.118237,-0.000428,-0.08524,-0.000862,0.082932,-0.003072,0.115929,-0.003505,0.284101,-0.005715,0.312008,-0.007997,0.478305,-0.03313,6324173.5,0.308598
0.008,0.014,0.79,0.49,0.12,0.029,0.029,0.25,0.23,-0.478776,-0.024511,-0.310838,0.01837,-0.289652,0.020963,-0.116329,0.019841,-0.08733,0.019653,0.085993,0.01853,0.114992,0.018343,0.288314,0.01722,0.310509,0.014584,0.47927,-0.024931,1313997312,0.041225
0.01,0.024,0.24,0.2,0.12,0.027,0.041,0.19,0.24,-0.479,-0.037713,-0.307247,-0.004681,-0.287567,-0.002644,-0.112691,0.000203,-0.085694,0.000643,0.089183,0.003491,0.116179,0.00393,0.291056,0.006778,0.307254,0.004958,0.477141,-0.036616,39967328,0.266008
0.01,0.026,0.69,0.6,0.06,0.046,0.038,0.21,0.29,-0.469584,-0.032371,-0.316402,0.000279,-0.277855,0.004846,-0.121284,0.008891,-0.075299,0.010079,0.081272,0.014125,0.127256,0.015313,0.283827,0.019359,0.317011,0.01495,0.467094,-0.029836,95791752,0.085233
0.015,0.025,0.02,0.02,0.11,0.026,0.03,0.25,0.23,-0.479982,-0.025851,-0.309137,0.017773,-0.291158,0.019973,-0.114836,0.018831,-0.088836,0.018663,0.087486,0.017521,0.113485,0.017352,0.289808,0.016211,0.30882,0.013952,0.480503,-0.026246,17084620,0.454534
0.011,0.019,0.44,0.39,0.09,0.031,0.05,0.23,0.11,-0.473509,-0.04515,-0.307599,-0.006303,-0.290388,-0.004658,-0.120122,-0.011371,-0.089146,-0.012593,0.08112,-0.019306,0.112096,-0.020528,0.282361,-0.027241,0.309737,-0.02929,0.479105,-0.047996,270138080,0.111506
0.004,0.027,0,0,0.05,0.024,0.022,0.24,0.14,-0.483114,-0.018517,-0.31059,0.023703,-0.29289,0.025544,-0.11537,0.019732,-0.091383,0.018947,0.086137,0.013135,0.110124,0.01235,0.287644,0.006538,0.30917,0.004675,0.485047,-0.02011,8233491.5,0.359301
0.013,0.029,0.05,0.04,0.1,0.024,0.031,0.3,0.26,-0.479375,-0.026069,-0.308187,0.026885,-0.294283,0.028896,-0.115106,0.0266,-0.091108,0.026292,0.088068,0.023996,0.112066,0.023689,0.291242,0.021393,0.307266,0.019193,0.480434,-0.026873,3062519,0.52543
0.002,0.013,0.23,0.23,0.11,0.036,0.039,0.25,0.18,-0.472911,-0.033334,-0.31213,0.00772,-0.287232,0.010561,-0.121335,0.006779,-0.085345,0.005958,0.080552,0.002176,0.116542,0.001356,0.282439,-0.002426,0.31205,-0.005439,0.475309,-0.035147,207679696,0.317073
0.014,0.023,0.69,0.4,0.06,0.038,0.032,0.23,0.25,-0.474205,-0.026826,-0.314206,0.010637,-0.283795,0.01425,-0.119472,0.015314,-0.081473,0.01556,0.082849,0.016624,0.120849,0.01687,0.285171,0.017934,0.314456,0.01435,0.473674,-0.026305,167514080,0.015272
0.009,0.027,0.26,0.24,0.09,0.024,0.027,0.16,0.22,-0.483852,-0.024743,-0.30861,0.003537,-0.288536,0.005345,-0.111061,0.008831,-0.087066,0.009302,0.090409,0.012788,0.114405,0.013259,0.29188,0.016745,0.309166,0.015007,0.482397,-0.02373,25779026,0.238581
